sample,subject,source_model,target_model,count
agreement_rate_sample20_wrong,elementary_mathematics,qwen14b,llama8b,1
agreement_rate_sample20_wrong,elementary_mathematics,qwen32b,llama8b,1
agreement_rate_sample20_wrong,elementary_mathematics,llama8b,qwen7b,1
agreement_rate_sample23_wrong,elementary_mathematics,qwen32b,llama3b,2
agreement_rate_sample23_wrong,elementary_mathematics,llama8b,llama3b,1
agreement_rate_sample23_wrong,elementary_mathematics,qwen14b,llama3b,1
agreement_rate_sample23_wrong,elementary_mathematics,llama3b,qwen3b,2
agreement_rate_sample23_wrong,elementary_mathematics,qwen7b,qwen3b,1
agreement_rate_sample23_wrong,elementary_mathematics,llama8b,qwen3b,1
agreement_rate_sample23_wrong,elementary_mathematics,qwen14b,qwen3b,1
agreement_rate_sample23_wrong,elementary_mathematics,qwen32b,qwen3b,1
agreement_rate_sample23_wrong,elementary_mathematics,qwen32b,qwen7b,1
agreement_rate_sample23_wrong,elementary_mathematics,llama3b,qwen32b,1
agreement_rate_sample23_wrong,elementary_mathematics,llama8b,qwen32b,1
agreement_rate_sample23_wrong,elementary_mathematics,qwen3b,qwen32b,1
agreement_rate_sample23_wrong,elementary_mathematics,qwen7b,qwen32b,1
agreement_rate_sample23_wrong,elementary_mathematics,qwen14b,qwen32b,1
agreement_rate_sample27_wrong,elementary_mathematics,qwen7b,llama3b,1
agreement_rate_sample27_wrong,elementary_mathematics,qwen14b,llama3b,2
agreement_rate_sample27_wrong,elementary_mathematics,qwen32b,llama3b,1
agreement_rate_sample27_wrong,elementary_mathematics,llama3b,llama8b,2
agreement_rate_sample27_wrong,elementary_mathematics,qwen7b,llama8b,1
agreement_rate_sample27_wrong,elementary_mathematics,qwen3b,llama8b,1
agreement_rate_sample27_wrong,elementary_mathematics,qwen14b,llama8b,1
agreement_rate_sample27_wrong,elementary_mathematics,qwen32b,llama8b,1
agreement_rate_sample27_wrong,elementary_mathematics,llama3b,qwen3b,1
agreement_rate_sample27_wrong,elementary_mathematics,qwen7b,qwen3b,1
agreement_rate_sample27_wrong,elementary_mathematics,qwen14b,qwen3b,1
agreement_rate_sample27_wrong,elementary_mathematics,qwen32b,qwen3b,1
agreement_rate_sample27_wrong,elementary_mathematics,llama3b,qwen14b,1
agreement_rate_sample27_wrong,elementary_mathematics,llama8b,qwen14b,2
agreement_rate_sample27_wrong,elementary_mathematics,qwen3b,qwen14b,1
agreement_rate_sample27_wrong,elementary_mathematics,qwen32b,qwen14b,1
agreement_rate_sample27_wrong,elementary_mathematics,qwen7b,qwen14b,1
agreement_rate_sample31_wrong,elementary_mathematics,qwen7b,llama3b,1
agreement_rate_sample37_wrong,elementary_mathematics,qwen7b,llama3b,1
agreement_rate_sample37_wrong,elementary_mathematics,llama8b,llama3b,1
agreement_rate_sample37_wrong,elementary_mathematics,qwen14b,llama3b,1
agreement_rate_sample37_wrong,elementary_mathematics,qwen32b,llama3b,1
agreement_rate_sample37_wrong,elementary_mathematics,llama3b,llama8b,2
agreement_rate_sample37_wrong,elementary_mathematics,qwen3b,llama8b,1
agreement_rate_sample37_wrong,elementary_mathematics,qwen7b,llama8b,1
agreement_rate_sample37_wrong,elementary_mathematics,qwen32b,llama8b,1
agreement_rate_sample37_wrong,elementary_mathematics,llama3b,qwen3b,2
agreement_rate_sample37_wrong,elementary_mathematics,qwen7b,qwen3b,1
agreement_rate_sample37_wrong,elementary_mathematics,qwen32b,qwen3b,1
agreement_rate_sample37_wrong,elementary_mathematics,llama3b,qwen14b,1
agreement_rate_sample37_wrong,elementary_mathematics,qwen3b,qwen14b,1
agreement_rate_sample37_wrong,elementary_mathematics,qwen7b,qwen14b,1
agreement_rate_sample41_wrong,elementary_mathematics,qwen7b,llama3b,1
agreement_rate_sample41_wrong,elementary_mathematics,qwen14b,llama3b,1
agreement_rate_sample41_wrong,elementary_mathematics,qwen32b,llama3b,1
agreement_rate_sample41_wrong,elementary_mathematics,llama3b,llama8b,2
agreement_rate_sample41_wrong,elementary_mathematics,qwen7b,llama8b,1
agreement_rate_sample41_wrong,elementary_mathematics,qwen14b,llama8b,1
agreement_rate_sample41_wrong,elementary_mathematics,qwen3b,llama8b,1
agreement_rate_sample41_wrong,elementary_mathematics,qwen32b,llama8b,1
agreement_rate_sample41_wrong,elementary_mathematics,llama3b,qwen3b,1
agreement_rate_sample41_wrong,elementary_mathematics,qwen7b,qwen3b,1
agreement_rate_sample41_wrong,elementary_mathematics,qwen14b,qwen3b,1
agreement_rate_sample41_wrong,elementary_mathematics,qwen32b,qwen3b,1
agreement_rate_sample42_wrong,elementary_mathematics,qwen3b,llama3b,2
agreement_rate_sample42_wrong,elementary_mathematics,qwen7b,llama3b,1
agreement_rate_sample42_wrong,elementary_mathematics,qwen14b,llama3b,1
agreement_rate_sample42_wrong,elementary_mathematics,qwen32b,llama3b,1
agreement_rate_sample42_wrong,elementary_mathematics,llama3b,llama8b,1
agreement_rate_sample42_wrong,elementary_mathematics,qwen3b,llama8b,2
agreement_rate_sample42_wrong,elementary_mathematics,qwen7b,llama8b,1
agreement_rate_sample42_wrong,elementary_mathematics,qwen14b,llama8b,1
agreement_rate_sample42_wrong,elementary_mathematics,llama8b,qwen3b,3
agreement_rate_sample42_wrong,elementary_mathematics,qwen7b,qwen3b,2
agreement_rate_sample42_wrong,elementary_mathematics,qwen14b,qwen3b,2
agreement_rate_sample42_wrong,elementary_mathematics,qwen32b,qwen3b,2
agreement_rate_sample42_wrong,elementary_mathematics,llama3b,qwen3b,2
agreement_rate_sample42_wrong,elementary_mathematics,llama3b,qwen32b,2
agreement_rate_sample42_wrong,elementary_mathematics,qwen3b,qwen32b,1
agreement_rate_sample42_wrong,elementary_mathematics,llama8b,qwen32b,1
agreement_rate_sample42_wrong,elementary_mathematics,qwen7b,qwen32b,1
agreement_rate_sample42_wrong,elementary_mathematics,qwen14b,qwen32b,1
agreement_rate_sample44_wrong,elementary_mathematics,qwen7b,llama3b,1
agreement_rate_sample44_wrong,elementary_mathematics,llama3b,llama8b,1
agreement_rate_sample44_wrong,elementary_mathematics,qwen3b,llama8b,1
agreement_rate_sample44_wrong,elementary_mathematics,qwen7b,llama8b,1
agreement_rate_sample44_wrong,elementary_mathematics,llama3b,qwen3b,1
agreement_rate_sample44_wrong,elementary_mathematics,qwen7b,qwen3b,1
agreement_rate_sample46_wrong,elementary_mathematics,llama3b,llama8b,1
agreement_rate_sample46_wrong,elementary_mathematics,qwen3b,llama8b,1
agreement_rate_sample46_wrong,elementary_mathematics,qwen7b,llama8b,1
agreement_rate_sample46_wrong,elementary_mathematics,qwen14b,llama8b,1
agreement_rate_sample46_wrong,elementary_mathematics,qwen32b,llama8b,1
agreement_rate_sample47_wrong,elementary_mathematics,qwen32b,llama3b,1
agreement_rate_sample47_wrong,elementary_mathematics,qwen14b,llama3b,1
agreement_rate_sample47_wrong,elementary_mathematics,llama3b,llama8b,1
agreement_rate_sample47_wrong,elementary_mathematics,qwen3b,llama8b,1
agreement_rate_sample47_wrong,elementary_mathematics,qwen7b,llama8b,1
agreement_rate_sample47_wrong,elementary_mathematics,llama3b,qwen3b,1
agreement_rate_sample47_wrong,elementary_mathematics,qwen7b,qwen3b,1
agreement_rate_sample47_wrong,elementary_mathematics,qwen32b,qwen7b,1
agreement_rate_sample47_wrong,elementary_mathematics,llama3b,qwen32b,2
agreement_rate_sample47_wrong,elementary_mathematics,llama8b,qwen32b,1
agreement_rate_sample47_wrong,elementary_mathematics,qwen3b,qwen32b,2
agreement_rate_sample47_wrong,elementary_mathematics,qwen7b,qwen32b,2
agreement_rate_sample47_wrong,elementary_mathematics,qwen14b,qwen32b,1
agreement_rate_sample48_wrong,elementary_mathematics,llama3b,qwen32b,1
agreement_rate_sample48_wrong,elementary_mathematics,llama8b,qwen32b,1
agreement_rate_sample48_wrong,elementary_mathematics,qwen3b,qwen32b,1
agreement_rate_sample48_wrong,elementary_mathematics,qwen7b,qwen32b,1
agreement_rate_sample48_wrong,elementary_mathematics,qwen14b,qwen32b,1
agreement_rate_sample49_wrong,elementary_mathematics,qwen7b,llama3b,1
agreement_rate_sample49_wrong,elementary_mathematics,qwen14b,qwen7b,1
agreement_rate_sample49_wrong,elementary_mathematics,llama3b,qwen14b,1
agreement_rate_sample49_wrong,elementary_mathematics,llama8b,qwen14b,1
agreement_rate_sample49_wrong,elementary_mathematics,qwen3b,qwen14b,1
agreement_rate_sample49_wrong,elementary_mathematics,qwen7b,qwen14b,1
agreement_rate_sample49_wrong,elementary_mathematics,qwen32b,qwen14b,1
agreement_rate_sample50_wrong,professional_law,llama3b,llama8b,1
agreement_rate_sample50_wrong,professional_law,qwen3b,llama8b,1
agreement_rate_sample50_wrong,professional_law,qwen32b,llama8b,1
agreement_rate_sample50_wrong,professional_law,llama8b,qwen14b,1
agreement_rate_sample50_wrong,professional_law,qwen7b,qwen14b,1
agreement_rate_sample50_wrong,professional_law,qwen32b,qwen14b,1
agreement_rate_sample50_wrong,professional_law,llama3b,qwen32b,1
agreement_rate_sample50_wrong,professional_law,qwen3b,qwen32b,1
agreement_rate_sample50_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample52_wrong,professional_law,qwen32b,qwen7b,2
agreement_rate_sample52_wrong,professional_law,llama3b,qwen7b,1
agreement_rate_sample52_wrong,professional_law,llama8b,qwen7b,1
agreement_rate_sample52_wrong,professional_law,qwen3b,qwen7b,1
agreement_rate_sample52_wrong,professional_law,qwen14b,qwen7b,1
agreement_rate_sample52_wrong,professional_law,llama3b,qwen32b,1
agreement_rate_sample52_wrong,professional_law,llama8b,qwen32b,1
agreement_rate_sample52_wrong,professional_law,qwen3b,qwen32b,1
agreement_rate_sample52_wrong,professional_law,qwen7b,qwen32b,1
agreement_rate_sample52_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample54_wrong,professional_law,llama3b,llama8b,1
agreement_rate_sample54_wrong,professional_law,qwen32b,llama8b,1
agreement_rate_sample54_wrong,professional_law,qwen3b,llama8b,1
agreement_rate_sample54_wrong,professional_law,qwen7b,llama8b,1
agreement_rate_sample54_wrong,professional_law,llama3b,qwen3b,2
agreement_rate_sample54_wrong,professional_law,qwen32b,qwen3b,2
agreement_rate_sample54_wrong,professional_law,qwen7b,qwen3b,1
agreement_rate_sample54_wrong,professional_law,qwen14b,qwen3b,2
agreement_rate_sample54_wrong,professional_law,llama8b,qwen3b,1
agreement_rate_sample54_wrong,professional_law,llama8b,qwen14b,2
agreement_rate_sample54_wrong,professional_law,qwen3b,qwen14b,2
agreement_rate_sample54_wrong,professional_law,qwen7b,qwen14b,1
agreement_rate_sample54_wrong,professional_law,qwen32b,qwen14b,2
agreement_rate_sample54_wrong,professional_law,llama3b,qwen14b,1
agreement_rate_sample54_wrong,professional_law,llama3b,qwen32b,1
agreement_rate_sample54_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample55_wrong,professional_law,qwen7b,llama3b,1
agreement_rate_sample55_wrong,professional_law,qwen14b,llama3b,2
agreement_rate_sample55_wrong,professional_law,llama8b,llama3b,1
agreement_rate_sample55_wrong,professional_law,qwen3b,llama3b,1
agreement_rate_sample55_wrong,professional_law,qwen32b,llama3b,1
agreement_rate_sample55_wrong,professional_law,llama3b,llama8b,2
agreement_rate_sample55_wrong,professional_law,qwen3b,llama8b,1
agreement_rate_sample55_wrong,professional_law,qwen32b,llama8b,1
agreement_rate_sample55_wrong,professional_law,qwen7b,llama8b,1
agreement_rate_sample55_wrong,professional_law,llama3b,qwen3b,2
agreement_rate_sample55_wrong,professional_law,qwen7b,qwen3b,1
agreement_rate_sample55_wrong,professional_law,qwen32b,qwen3b,1
agreement_rate_sample55_wrong,professional_law,llama3b,qwen14b,2
agreement_rate_sample55_wrong,professional_law,llama8b,qwen14b,1
agreement_rate_sample55_wrong,professional_law,qwen3b,qwen14b,1
agreement_rate_sample55_wrong,professional_law,qwen32b,qwen14b,1
agreement_rate_sample55_wrong,professional_law,qwen7b,qwen14b,1
agreement_rate_sample55_wrong,professional_law,llama8b,qwen32b,1
agreement_rate_sample55_wrong,professional_law,qwen3b,qwen32b,1
agreement_rate_sample55_wrong,professional_law,qwen7b,qwen32b,1
agreement_rate_sample55_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample56_wrong,professional_law,llama8b,qwen7b,1
agreement_rate_sample56_wrong,professional_law,qwen3b,qwen7b,1
agreement_rate_sample56_wrong,professional_law,qwen14b,qwen7b,1
agreement_rate_sample56_wrong,professional_law,qwen32b,qwen7b,1
agreement_rate_sample57_wrong,professional_law,llama8b,qwen7b,1
agreement_rate_sample57_wrong,professional_law,qwen3b,qwen7b,1
agreement_rate_sample57_wrong,professional_law,qwen14b,qwen7b,1
agreement_rate_sample57_wrong,professional_law,qwen32b,qwen7b,1
agreement_rate_sample57_wrong,professional_law,llama3b,qwen32b,1
agreement_rate_sample57_wrong,professional_law,llama8b,qwen32b,1
agreement_rate_sample57_wrong,professional_law,qwen3b,qwen32b,1
agreement_rate_sample57_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample58_wrong,professional_law,qwen7b,llama3b,1
agreement_rate_sample58_wrong,professional_law,llama3b,llama8b,1
agreement_rate_sample58_wrong,professional_law,qwen3b,llama8b,1
agreement_rate_sample58_wrong,professional_law,qwen7b,llama8b,2
agreement_rate_sample58_wrong,professional_law,qwen14b,llama8b,1
agreement_rate_sample58_wrong,professional_law,qwen32b,llama8b,1
agreement_rate_sample58_wrong,professional_law,llama3b,qwen3b,1
agreement_rate_sample58_wrong,professional_law,llama8b,qwen3b,1
agreement_rate_sample58_wrong,professional_law,qwen32b,qwen3b,1
agreement_rate_sample58_wrong,professional_law,llama8b,qwen7b,3
agreement_rate_sample58_wrong,professional_law,qwen3b,qwen7b,1
agreement_rate_sample58_wrong,professional_law,qwen14b,qwen7b,1
agreement_rate_sample58_wrong,professional_law,qwen32b,qwen7b,1
agreement_rate_sample58_wrong,professional_law,llama3b,qwen7b,1
agreement_rate_sample58_wrong,professional_law,llama3b,qwen14b,1
agreement_rate_sample58_wrong,professional_law,llama8b,qwen14b,1
agreement_rate_sample58_wrong,professional_law,llama8b,qwen32b,1
agreement_rate_sample58_wrong,professional_law,qwen3b,qwen32b,1
agreement_rate_sample58_wrong,professional_law,qwen7b,qwen32b,1
agreement_rate_sample58_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample60_wrong,professional_law,qwen7b,llama3b,1
agreement_rate_sample60_wrong,professional_law,qwen32b,llama3b,1
agreement_rate_sample60_wrong,professional_law,llama3b,qwen3b,1
agreement_rate_sample60_wrong,professional_law,qwen7b,qwen3b,1
agreement_rate_sample60_wrong,professional_law,qwen14b,qwen3b,1
agreement_rate_sample60_wrong,professional_law,qwen7b,qwen14b,1
agreement_rate_sample60_wrong,professional_law,qwen32b,qwen14b,1
agreement_rate_sample60_wrong,professional_law,llama3b,qwen32b,2
agreement_rate_sample60_wrong,professional_law,llama8b,qwen32b,1
agreement_rate_sample60_wrong,professional_law,qwen3b,qwen32b,1
agreement_rate_sample60_wrong,professional_law,qwen14b,qwen32b,2
agreement_rate_sample60_wrong,professional_law,qwen7b,qwen32b,1
agreement_rate_sample61_wrong,professional_law,qwen7b,llama3b,2
agreement_rate_sample61_wrong,professional_law,qwen14b,llama3b,2
agreement_rate_sample61_wrong,professional_law,qwen32b,llama3b,1
agreement_rate_sample61_wrong,professional_law,qwen3b,llama3b,2
agreement_rate_sample61_wrong,professional_law,qwen3b,llama8b,2
agreement_rate_sample61_wrong,professional_law,qwen7b,llama8b,1
agreement_rate_sample61_wrong,professional_law,qwen14b,llama8b,1
agreement_rate_sample61_wrong,professional_law,llama3b,qwen3b,2
agreement_rate_sample61_wrong,professional_law,qwen7b,qwen3b,2
agreement_rate_sample61_wrong,professional_law,llama8b,qwen3b,2
agreement_rate_sample61_wrong,professional_law,qwen32b,qwen3b,2
agreement_rate_sample61_wrong,professional_law,qwen14b,qwen3b,1
agreement_rate_sample61_wrong,professional_law,llama3b,qwen14b,2
agreement_rate_sample61_wrong,professional_law,llama8b,qwen14b,1
agreement_rate_sample61_wrong,professional_law,qwen3b,qwen14b,1
agreement_rate_sample61_wrong,professional_law,qwen7b,qwen14b,1
agreement_rate_sample61_wrong,professional_law,llama3b,qwen32b,1
agreement_rate_sample61_wrong,professional_law,llama8b,qwen32b,1
agreement_rate_sample61_wrong,professional_law,qwen3b,qwen32b,2
agreement_rate_sample61_wrong,professional_law,qwen7b,qwen32b,1
agreement_rate_sample61_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample62_wrong,professional_law,llama8b,llama3b,1
agreement_rate_sample62_wrong,professional_law,qwen3b,llama3b,1
agreement_rate_sample62_wrong,professional_law,qwen7b,llama3b,1
agreement_rate_sample62_wrong,professional_law,qwen14b,llama3b,1
agreement_rate_sample62_wrong,professional_law,qwen32b,llama3b,1
agreement_rate_sample62_wrong,professional_law,llama3b,llama8b,1
agreement_rate_sample62_wrong,professional_law,qwen3b,llama8b,1
agreement_rate_sample62_wrong,professional_law,qwen7b,llama8b,1
agreement_rate_sample62_wrong,professional_law,qwen14b,llama8b,1
agreement_rate_sample62_wrong,professional_law,qwen32b,llama8b,1
agreement_rate_sample63_wrong,professional_law,qwen7b,llama3b,1
agreement_rate_sample63_wrong,professional_law,qwen14b,llama3b,1
agreement_rate_sample63_wrong,professional_law,qwen32b,llama3b,1
agreement_rate_sample63_wrong,professional_law,llama3b,llama8b,2
agreement_rate_sample63_wrong,professional_law,qwen3b,llama8b,1
agreement_rate_sample63_wrong,professional_law,qwen7b,llama8b,1
agreement_rate_sample63_wrong,professional_law,qwen14b,llama8b,1
agreement_rate_sample63_wrong,professional_law,llama3b,qwen3b,2
agreement_rate_sample63_wrong,professional_law,qwen7b,qwen3b,1
agreement_rate_sample63_wrong,professional_law,qwen14b,qwen3b,1
agreement_rate_sample63_wrong,professional_law,llama3b,qwen32b,2
agreement_rate_sample63_wrong,professional_law,llama8b,qwen32b,1
agreement_rate_sample63_wrong,professional_law,qwen3b,qwen32b,1
agreement_rate_sample63_wrong,professional_law,qwen7b,qwen32b,1
agreement_rate_sample63_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample64_wrong,professional_law,llama3b,qwen32b,1
agreement_rate_sample64_wrong,professional_law,llama8b,qwen32b,1
agreement_rate_sample64_wrong,professional_law,qwen3b,qwen32b,1
agreement_rate_sample64_wrong,professional_law,qwen7b,qwen32b,1
agreement_rate_sample64_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample65_wrong,professional_law,qwen7b,llama3b,1
agreement_rate_sample65_wrong,professional_law,qwen14b,llama3b,2
agreement_rate_sample65_wrong,professional_law,qwen32b,llama3b,1
agreement_rate_sample65_wrong,professional_law,llama3b,llama8b,1
agreement_rate_sample65_wrong,professional_law,qwen7b,llama8b,1
agreement_rate_sample65_wrong,professional_law,llama3b,qwen3b,2
agreement_rate_sample65_wrong,professional_law,qwen7b,qwen3b,1
agreement_rate_sample65_wrong,professional_law,qwen32b,qwen3b,1
agreement_rate_sample65_wrong,professional_law,llama3b,qwen14b,2
